@RELATION BD_IMDB-BINARY_1
@ATTRIBUTE class {c1,c2}
@ATTRIBUTE p_0_x_1 NUMERIC
@ATTRIBUTE p_0_x_2 NUMERIC
@ATTRIBUTE p_0_x_3 NUMERIC
@ATTRIBUTE p_0_x_4 NUMERIC
@ATTRIBUTE p_0_x_5 NUMERIC
@ATTRIBUTE p_0_x_6 NUMERIC
@ATTRIBUTE p_0_x_7 NUMERIC
@ATTRIBUTE p_0_x_8 NUMERIC
@ATTRIBUTE p_0_x_9 NUMERIC
@ATTRIBUTE p_0_x_10 NUMERIC
@ATTRIBUTE p_0_x_11 NUMERIC
@ATTRIBUTE p_0_x_12 NUMERIC
@ATTRIBUTE p_0_x_13 NUMERIC
@ATTRIBUTE p_0_x_14 NUMERIC
@ATTRIBUTE p_0_x_15 NUMERIC
@ATTRIBUTE p_0_x_16 NUMERIC
@ATTRIBUTE p_0_x_17 NUMERIC
@ATTRIBUTE p_0_x_18 NUMERIC
@ATTRIBUTE p_0_x_19 NUMERIC
@ATTRIBUTE p_0_x_20 NUMERIC
@ATTRIBUTE p_0_x_21 NUMERIC
@ATTRIBUTE p_0_x_22 NUMERIC
@ATTRIBUTE p_0_x_23 NUMERIC
@ATTRIBUTE p_0_x_24 NUMERIC
@ATTRIBUTE p_0_x_25 NUMERIC
@ATTRIBUTE p_0_x_26 NUMERIC
@ATTRIBUTE p_0_x_27 NUMERIC
@ATTRIBUTE p_0_x_28 NUMERIC
@ATTRIBUTE p_0_x_29 NUMERIC
@ATTRIBUTE p_0_x_30 NUMERIC
@ATTRIBUTE p_0_x_31 NUMERIC
@ATTRIBUTE p_0_x_32 NUMERIC
@ATTRIBUTE p_0_x_33 NUMERIC
@ATTRIBUTE p_0_x_34 NUMERIC
@ATTRIBUTE p_0_x_35 NUMERIC
@ATTRIBUTE p_0_x_36 NUMERIC
@ATTRIBUTE p_0_x_37 NUMERIC
@ATTRIBUTE p_0_x_38 NUMERIC
@ATTRIBUTE p_0_x_39 NUMERIC
@ATTRIBUTE p_0_x_40 NUMERIC
@ATTRIBUTE p_0_x_41 NUMERIC
@ATTRIBUTE p_0_x_42 NUMERIC
@ATTRIBUTE p_0_x_43 NUMERIC
@ATTRIBUTE p_0_x_44 NUMERIC
@ATTRIBUTE p_0_x_45 NUMERIC
@ATTRIBUTE p_0_x_46 NUMERIC
@ATTRIBUTE p_0_x_47 NUMERIC
@ATTRIBUTE p_0_x_48 NUMERIC
@ATTRIBUTE p_0_x_49 NUMERIC
@ATTRIBUTE p_0_x_50 NUMERIC
@ATTRIBUTE p_0_x_51 NUMERIC
@ATTRIBUTE p_0_x_52 NUMERIC
@ATTRIBUTE p_0_x_53 NUMERIC
@ATTRIBUTE p_0_x_54 NUMERIC
@ATTRIBUTE p_0_x_55 NUMERIC
@ATTRIBUTE p_0_x_56 NUMERIC
@ATTRIBUTE p_0_x_57 NUMERIC
@ATTRIBUTE p_0_x_58 NUMERIC
@ATTRIBUTE p_0_x_59 NUMERIC
@ATTRIBUTE p_0_x_60 NUMERIC
@ATTRIBUTE p_0_x_61 NUMERIC
@ATTRIBUTE p_0_x_62 NUMERIC
@ATTRIBUTE p_0_x_63 NUMERIC
@ATTRIBUTE p_0_x_64 NUMERIC
@ATTRIBUTE p_0_x_65 NUMERIC
@ATTRIBUTE p_0_x_66 NUMERIC
@ATTRIBUTE p_0_x_67 NUMERIC
@ATTRIBUTE p_0_x_68 NUMERIC
@ATTRIBUTE p_0_x_69 NUMERIC
@ATTRIBUTE p_0_x_70 NUMERIC
@ATTRIBUTE p_0_x_71 NUMERIC
@ATTRIBUTE p_1_x_1 NUMERIC
@ATTRIBUTE p_1_x_2 NUMERIC
@ATTRIBUTE p_1_x_3 NUMERIC
@ATTRIBUTE p_1_x_4 NUMERIC
@ATTRIBUTE p_1_x_5 NUMERIC
@ATTRIBUTE p_1_x_6 NUMERIC
@ATTRIBUTE p_1_x_7 NUMERIC
@ATTRIBUTE p_1_x_8 NUMERIC
@ATTRIBUTE p_1_x_9 NUMERIC
@ATTRIBUTE p_1_x_10 NUMERIC
@ATTRIBUTE p_1_x_11 NUMERIC
@ATTRIBUTE p_2_x_1 NUMERIC
@ATTRIBUTE p_2_x_2 NUMERIC
@ATTRIBUTE p_2_x_3 NUMERIC
@ATTRIBUTE p_2_x_4 NUMERIC
@ATTRIBUTE p_2_x_5 NUMERIC
@ATTRIBUTE p_2_x_6 NUMERIC
@ATTRIBUTE p_2_x_7 NUMERIC
@ATTRIBUTE p_2_x_8 NUMERIC
@ATTRIBUTE p_2_x_9 NUMERIC
@ATTRIBUTE p_2_x_10 NUMERIC
@ATTRIBUTE p_3_x_1 NUMERIC
@ATTRIBUTE p_3_x_2 NUMERIC
@ATTRIBUTE p_3_x_3 NUMERIC
@ATTRIBUTE p_3_x_4 NUMERIC
@ATTRIBUTE p_3_x_5 NUMERIC
@ATTRIBUTE p_3_x_6 NUMERIC
@ATTRIBUTE p_3_x_7 NUMERIC
@ATTRIBUTE p_3_x_8 NUMERIC
@ATTRIBUTE p_3_x_9 NUMERIC
@ATTRIBUTE p_3_x_10 NUMERIC
@ATTRIBUTE p_3_x_11 NUMERIC
@ATTRIBUTE p_4_x_1 NUMERIC
@ATTRIBUTE p_4_x_2 NUMERIC
@ATTRIBUTE p_5_x_1 NUMERIC
@ATTRIBUTE p_5_x_2 NUMERIC
@ATTRIBUTE p_5_x_3 NUMERIC
@ATTRIBUTE p_5_x_4 NUMERIC
@ATTRIBUTE p_5_x_5 NUMERIC
@ATTRIBUTE p_5_x_6 NUMERIC
@ATTRIBUTE p_5_x_7 NUMERIC
@ATTRIBUTE p_5_x_8 NUMERIC
@ATTRIBUTE p_5_x_9 NUMERIC
@ATTRIBUTE p_5_x_10 NUMERIC
@ATTRIBUTE p_5_x_11 NUMERIC
@DATA
c1,0,0,0,0,0.302966,0,0,0.575774,0,0,0,0.121259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799981,2.14e-005,0,0.199998,0,0.2,0,0,0.8,0,0,1.1236e-007,0,0,0.119445,0,0,0,0,0,0,0,0,0,0.880555,0.755243,0.244757,0,0,0,0,0,0,0.199998,0.799981,0,0,2.14e-005
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0.375016,0.187508,0,0,0,0,0.0624607,0,0.375016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375016,0,0.187508,0,0,0,0.0624607,0,0.375016,0.0624607,0,0.375016,0,0.375016,0.187508,0,0,0,0,0.0922525,0.185736,0,0,0,0,0,0.0582038,0,0,0.663808,0.397308,0.602692,0.187508,0,0.0624607,0.375016,0,0,0,0.375016,0,0,0
c1,0.0733694,0,0,0,0,0,0,0,0,0,0.41576,0.270852,0,0.0332052,0,0,0,0,0,0.206814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733694,0,0,0,0,0.41576,0.270852,0.0332052,0,0,0.206814,0.48913,0.270852,0,0.0332052,0,0,0,0,0,0.206814,0.0733694,0,0,0,0,0.41576,0.270852,0.0332052,0,0,0.206814,0.368618,0.631382,0,0,0,0,0.0893937,0.317465,0.227647,0,0,0,0.365495
c1,0,0,0,0,0.00064395,0.426943,0.350367,0.0439026,0.00203918,0,0,0.0230128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256479,0,0.028158,0,0.0335483,0.0893076,0.135036,0.0670966,0.269269,0.0143779,0.106727,0,0.167463,0,0,0.00760022,0.390897,0.310852,0.0991191,0.0240674,0,0.572593,0,0.0164387,0,0.0164387,0,0.00182652,0.0511427,0.12603,0,0.21553,0.942119,0.0578805,0.0388075,0.100674,0.0388155,0,0,0.0931556,0.26321,0,0.442129,0.023208,0
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0,0,0,0,0,0,0.210825,0.302664,0,0,0,0,0.486512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21082,0.302662,0,0,0,0,0,0.486518,0,0.21082,0.302662,0,0,0,0,0.486519,0,0,0,0,0,0.21082,0.302662,0,0,0,0,0,0.486518,0.329823,0.670177,0,0,0,0,0.302662,0,0.486518,0,0,0,0.21082
c1,0,0,0,0,0,0.293778,0,0.571312,0,0,0,0.13491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293778,0.571312,0,0,0.13491,0,0.13491,0,0,0,0.293778,0,0.571312,0,0,0.135277,0,0,0,0,0,0,0,0,0,0.864723,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.749999,0,0,0.125005,0,0,0,0,0,0,0,0,0,0.124996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343801,0,0,0,0.531087,0,0.125112,0,0,0,0,0,0.750245,0,0,0.249755,0,0,0,0,0,0.343558,0,0,0,0.406783,0,0.249659,0.249738,0.750262,0,0.124789,0.125119,0,0.343667,0,0,0,0.406425,0,0
c1,0.0378033,0,0,0,0.00270024,0.0297026,0.150023,0.0784795,0.159374,0.0892089,0.101804,0.11607,0.043643,0,0,0.0329149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180221,0,0.00272533,0.104967,0,0.266975,0.152261,0.060993,0.0726639,0,0.159192,0.140608,0.113073,0.0430724,0,0.00271247,0.222934,0.149272,0.0796527,0.159529,0.0891477,0.194592,0,0,0.265569,0.00555427,0.0417434,0.0890254,0.0333781,0.0723079,0,0.297829,0.73147,0.26853,0.0570548,0,0.0171419,0.292562,0.0627551,0.136994,0.259505,0.173986,0,0,0
c1,0,0,0,0,0.0651721,0.163159,0.29513,0.126027,0.15916,0,0.0596918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656172,0.11852,0.0987082,0.17744,0,0.105242,0.243618,0.0592579,0.131598,0.0596997,0,0,0,0.0651618,0.163139,0.295116,0.126044,0.159181,0.131659,0.0438916,0,0.0848194,0.15022,0,0,0.215069,0.0570082,0.330502,0,0.11849,0.56001,0.43999,0,0.0245039,0,0,0.178999,0.0206849,0.350349,0.0345228,0.234564,0,0.156376
c1,0,0,0,0,0,0,0.161226,0.270786,0.0451614,0,0.440063,0,0,0,0,0,0,0,0,0,0,0,0,0.0827637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161226,0.270786,0.0451614,0.440063,0.0827637,0.440063,0,0,0.0827637,0,0,0.161226,0.270786,0.0451614,0,0,0,0,0.0173123,0.0786424,0,0.0173123,0,0.392467,0.45022,0.0440459,0.599981,0.400019,0.0548826,0.0439097,0,0.0987892,0,0,0.198077,0,0.296875,0.307467,0
c1,0,0,0,0,0.57193,0.272453,0,0,0.0643033,0,0,0,0,0,0,0,0,0,0,0,0,0.0913139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105419,0.0807598,0.537916,0.216984,0,0.0589212,0,0.0913034,0,0,0.572026,0.272372,0,0,0.0642984,0,0.102597,0,0,0,0,0,0,0.0802295,0.0525246,0,0.764649,0.574946,0.425054,0,0,0,0.0436109,0.109493,0,0,0.436003,0.0994525,0,0.31144
c1,0,0,0,0,0.176292,0.142182,0,0.562297,0,0,0,0,0,0,0.119229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176292,0,0.142182,0,0,0,0.562297,0,0.119229,0,0,0,0,0.281285,0.177698,0,0.541017,0,0,0,0.119229,0,0,0,0.176292,0.142182,0,0,0,0.562297,0.594357,0.405643,0,0.143992,0,0,0,0.331443,0,0,0.524565,0,0
c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
c1,0,0,0,0,0,0.472257,0.149948,0,0,0,0,0,0.377796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155463,0,0,0,0.316916,0.149884,0,0,0,0,0.377736,0,0,0.377829,0,0,0.472255,0.149916,0,0,0,0,0.377949,0,0,0,0,0.155314,0,0,0,0.466737,0.206271,0.793729,0.155463,0,0,0.377736,0.316916,0,0.149884,0,0,0,0
c1,0,0,0,0,0,0,0,0,0.333655,0,0,0,0,0,0.605794,0,0,0,0,0,0,0,0.0605504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333669,0.605783,0.0605477,0,0,0.0605474,0,0.605782,0,0,0,0.333671,0,0.060528,0,0,0,0,0,0,0,0,0,0.939472,1,0,0,0,0,0,0,0,0,0,0,0,1
